Object Number,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
2003.241,TRUE,TRUE,454611,,Islamic Art,2003,Illustrated single work,Calligraphic Galleon,,,,,,13298,Calligrapher, ,'Abd al-Qadir Hisari,Turkish, ,'Abd al-Qadir Hisari,Turkish,          ,          ,,(not assigned),https://www.wikidata.org/wiki/Q59481365,dated A.H. 1180/ 1766–67 CE,1741,1792,Ink and gold on paper,"H. 19 in. (48.3 cm)
W. 17 in. (43.2 cm)","Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund, 2003",Made in,,,,Turkey,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/454611,https://www.wikidata.org/wiki/Q29385255,,"Metropolitan Museum of Art, New York, NY",Ships|Calligraphy,http://vocab.getty.edu/page/aat/300082981|http://vocab.getty.edu/page/aat/300266660,https://www.wikidata.org/wiki/Q11446|https://www.wikidata.org/wiki/Q12681
2004.87,TRUE,TRUE,454661,,Islamic Art,2004,Folio from a non-illustrated manuscript,"Folio from the ""Tashkent Qur'an""",,,,,,,,,,,,,,,,,,,late 8th–early 9th century,775,825,Ink on parchment,"H. 21 5/8 in. (55 cm)
W. 27 9/16 in. (70 cm)","Purchase, Lila Acheson Wallace Gift, 2004",Attributed to,,,,Syria or North Africa,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/454661,https://www.wikidata.org/wiki/Q29385257,,"Metropolitan Museum of Art, New York, NY",Arabic|Qur'an,http://vocab.getty.edu/page/aat/300387843|http://vocab.getty.edu/page/aat/300265128,https://www.wikidata.org/wiki/Q13955|https://www.wikidata.org/wiki/Q428
2004.88,TRUE,TRUE,454662,450,Islamic Art,2004,Folio from a non-illustrated manuscript,"Folio from the ""Blue Qur'an""",,,,,,,,,,,,,,,,,,,second half 9th–mid-10th century,850,950,Gold and silver on indigo-dyed parchment,"H. 11 15/16 in. (30.4 cm)
W. 15 13/16 in. (40.2 cm)","Purchase, Lila Acheson Wallace Gift, 2004",Made in,possibly Qairawan,,,Tunisia,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/454662,https://www.wikidata.org/wiki/Q29385260,,"Metropolitan Museum of Art, New York, NY",Arabic|Qur'an,http://vocab.getty.edu/page/aat/300387843|http://vocab.getty.edu/page/aat/300265128,https://www.wikidata.org/wiki/Q13955|https://www.wikidata.org/wiki/Q428
2004.244a–d,TRUE,TRUE,454738,,Islamic Art,2004,Goa stone and container,Goa Stone and Gold Case,,,,,,,,,,,,,,,,,,,late 17th–early 18th century,1675,1725,"Container: gold; pierced, repoussé, with cast legs and finials
Goa stone: compound of organic and inorganic materials","Goa stone: 
                Diam. 1 3/16 in. (3 cm)
Container: 
                H. 2 5/8 in. (6.7 cm)
                Diam. 5 11/16 in. (14.4 cm)","Rogers Fund, 2004",Probably made in,,,,India,Goa,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/454738,https://www.wikidata.org/wiki/Q29385262,,"Metropolitan Museum of Art, New York, NY",Animals|Griffins|Peacocks|Dogs|Monkeys|Flowers,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300379594|http://vocab.getty.edu/page/aat/300250082|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250028|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q130223|https://www.wikidata.org/wiki/Q201251|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q1367|https://www.wikidata.org/wiki/Q506
13.228.13.6,TRUE,TRUE,455059,455,Islamic Art,1913,Folio from an illustrated manuscript,"""The Eavesdropper"", Folio 47r from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami of Ganja",,,,,,1.31E+16,Calligrapher|Poet|Artist, | |Painting by,Maulana Azhar|Nizami|Unknown,"died 1475/76|present-day Azerbaijan, Ganja 1141–1209 Ganja| ", | | ,Maulana Azhar|Nizami|Unknown, | | ,1450      |1141      |          ,1501      |1209      |          ,||,(not assigned)|(not assigned)|http://vocab.getty.edu/page/ulan/500125274,https://www.wikidata.org/wiki/Q6792429|https://www.wikidata.org/wiki/Q234908|https://www.wikidata.org/wiki/Q24238356,ca. 1430,1405,1455,"Ink, opaque watercolor, silver, and gold on paper","Painting: H. 8 7/8 in. (22.5 cm)
                W. 4 7/8 in. (12.4 cm)
Page: H. 11 in. (27.9 cm)
          W. 7 3/16 in. (18.3 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)","Gift of Alexander Smith Cochran, 1913",Made in,Herat,,,present-day Afghanistan,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/455059,https://www.wikidata.org/wiki/Q29385264,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Men|Women|Swimming|Musicians,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300239495|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q31920|https://www.wikidata.org/wiki/Q639669
03.9c,FALSE,TRUE,455082,462,Islamic Art,1903,Tile panel,Garden Gathering,,,,,,,,,,,,,,,,,,,1640–50,1615,1675,Stonepaste; painted and polychrome glazed (cuerda seca technique),"Panel with tabs: H. 41 in. (104.1 cm)
                            W. 74 in. (188 cm)
                            D. 2 1/2 in. (6.4 cm)
                            Wt. 400 lbs.
Each tile: H. 8 7/8 in. (22.5 cm)
                 W. 8 7/8 in. (22.5 cm)
","Rogers Fund, 1903",Attributed to,probably Isfahan,,,Iran,,,,,,,Ceramics-Tiles,,http://www.metmuseum.org/art/collection/search/455082,https://www.wikidata.org/wiki/Q29385266,,"Metropolitan Museum of Art, New York, NY",Gardens|Men|Women|Flowers|Trees,http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q10884
"2006.523a, b",TRUE,TRUE,455304,,Islamic Art,2006,Pen box,Pen Box (Qalamdan) Depicting Shah Isma'il in a Battle against the Uzbeks,,,,,,,,,,,,,,,,,,,early 19th century,1800,1825,Papier-maché; painted and lacquered,"H. 1 1/2 in. (3.8 cm)
W. 10 1/8 in. (25.7 cm)
D. 1 7/8 in. (4.8 cm)","Purchase, Elizabeth S. Ettinghausen Gift, in memory of Richard Ettinghausen; and Stephenson Family Foundation Gift, 2006",Attributed to,,,,Iran,,,,,,,Lacquer,,http://www.metmuseum.org/art/collection/search/455304,https://www.wikidata.org/wiki/Q29385269,,"Metropolitan Museum of Art, New York, NY",Horses|Battles|Men,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q8441
2007.191,TRUE,TRUE,456074,450,Islamic Art,2007,Folio from an illustrated manuscript,"Bifolium from the ""Nurse's Qur'an"" (Mushaf al-Hadina)",,,,,,,,,,,,,,,,,,,ca. A.H. 410/ 1019–20 CE,994,1045,"Ink, opaque watercolor, and gold on parchment","H. 17 1/2 in. (44.5 cm)
W. 23 5/8 in. (60 cm)","Purchase, James and Diane Burke Gift, in honor of Dr. Marilyn Jenkins-Madina, 2007",Made in,probably Qairawan,,,Tunisia,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/456074,https://www.wikidata.org/wiki/Q29385272,,"Metropolitan Museum of Art, New York, NY",,,
2008.312,TRUE,TRUE,456949,,Islamic Art,2008,Painting,Great Indian Fruit Bat,,,,,,13444,Artist,Painting attributed to,Bhawani Das,Indian,or a follower,Bhawani Das,Indian,          ,          ,,(not assigned),https://www.wikidata.org/wiki/Q32786180,ca. 1777–82,1752,1807,"Pencil, ink, and opaque watercolor on paper","Painting: H. 23 1/2 in. (59.7 cm)
                 W. 32 3/4 in. (83.2 cm)
Mat size: H. 27 1/4 in. (69.2 cm)
                 W. 35 1/2 in. (90.2 cm)","Purchase, Anonymous Gift, Cynthia Hazen Polsky Gift, Virginia G. LeCount Bequest, in memory of The LeCount Family, 2007 Benefit Fund, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest, and Gift of Dr. Mortimer D. Sackler, Theresa Sackler and Family,  2008
",Made in,Calcutta,,,India,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/456949,https://www.wikidata.org/wiki/Q29385274,,"Metropolitan Museum of Art, New York, NY",Bats,http://vocab.getty.edu/page/aat/300310335,https://www.wikidata.org/wiki/Q28425
2011.236,TRUE,TRUE,457730,463,Islamic Art,2011,Dagger,Dagger with Zoomorphic Hilt,,,,,,,,,,,,,,,,,,,second half 16th century,1600,1650,"Hilt: copper; cast, chased, gilded, and inlaid with rubies.
Blade: steel; forged",H. 15 5/8 in. (39.7 cm),"Purchase, Lila Acheson Wallace Gift, 2011",Attributed to,Bijapur or Golconda,,,India,Deccan,,,,,,Arms and Armor,,http://www.metmuseum.org/art/collection/search/457730,https://www.wikidata.org/wiki/Q29385276,,"Metropolitan Museum of Art, New York, NY",Birds|Dragons|Deer|Tigers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300250308|http://vocab.getty.edu/page/aat/300249063,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q7559|https://www.wikidata.org/wiki/Q685795|https://www.wikidata.org/wiki/Q19939
1975.1.16,FALSE,TRUE,458956,952,Robert Lehman Collection,1975,Painting,The Adoration of the Magi,,,,,,16165,Artist, ,Bartolo di Fredi,"Italian, active by 1353–died 1410 Siena", ,Bartolo di Fredi,Italian,1353,1410,,http://vocab.getty.edu/page/ulan/500031914,https://www.wikidata.org/wiki/Q177415,ca. 1390,1387,1393,Tempera and gold on wood,58 1/2 x 35 1/8 in. (148.6 x 89.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458956,https://www.wikidata.org/wiki/Q20187967,,"Metropolitan Museum of Art, New York, NY",Men|Horses|Madonna and Child|Adoration of the Magi,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901000083,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q488841
1975.1.21,FALSE,TRUE,458961,952,Robert Lehman Collection,1975,Painting,The Coronation of the Virgin,,,,,,16216,Artist, ,Niccolò di Buonaccorso,"Italian, active Siena by 1372–died 1388 Siena", ,Niccolò di Buonaccorso,Italian,1372,1388,,http://vocab.getty.edu/page/ulan/500120787,https://www.wikidata.org/wiki/Q3875919,ca. 1380,1377,1383,"Tempera on wood, gold ground","Overall, with engaged frame, 20 x 12 7/8 in. (50.8 x 32.7 cm); painted surface 17 5/8 x 10 1/2 in. (44.8 x 26.7 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458961,https://www.wikidata.org/wiki/Q20183589,,"Metropolitan Museum of Art, New York, NY",Angels|Virgin Mary|Musical Instruments|Saints,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q43115
1975.1.27,TRUE,TRUE,458967,956,Robert Lehman Collection,1975,Painting,Saint Anthony the Abbot in the Wilderness,,,,,,16218,Artist, ,Osservanza Master,"Italian, Siena, active second quarter 15th century", ,Osservanza Master,Italian,1425,1450,,http://vocab.getty.edu/page/ulan/500029605,https://www.wikidata.org/wiki/Q260114,ca. 1435,1432,1438,Tempera and gold on wood,Overall: 18 3/4 × 13 5/8 in. (47.6 × 34.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458967,https://www.wikidata.org/wiki/Q3948786,,"Metropolitan Museum of Art, New York, NY",Deer|Landscapes|Saints,http://vocab.getty.edu/page/aat/300250308|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q685795|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q43115
1975.1.31,TRUE,TRUE,458971,956,Robert Lehman Collection,1975,Painting,The Creation of the World and the Expulsion from Paradise,,,,,,16193,Artist, ,Giovanni di Paolo (Giovanni di Paolo di Grazia),"Italian, Siena 1398–1482 Siena", ,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,1398,1482,,http://vocab.getty.edu/page/ulan/500116438,https://www.wikidata.org/wiki/Q946420,1445,1445,1445,Tempera and gold on wood,Overall: 18 1/4 × 20 1/2 in. (46.4 × 52.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458971,https://www.wikidata.org/wiki/Q20185213,,"Metropolitan Museum of Art, New York, NY",Angels|Gods|Adam|Eve,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300343851|http://vocab.getty.edu/page/ia/901000219|http://vocab.getty.edu/page/ia/901000205,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q178885|https://www.wikidata.org/wiki/Q70899|https://www.wikidata.org/wiki/Q830183
1975.1.37,TRUE,TRUE,458977,956,Robert Lehman Collection,1975,Painting,The Annunciation to Zacharias; (verso) The Angel of the Annunciation,,,,,,16193,Artist, ,Giovanni di Paolo (Giovanni di Paolo di Grazia),"Italian, Siena 1398–1482 Siena", ,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,1398,1482,,http://vocab.getty.edu/page/ulan/500116438,https://www.wikidata.org/wiki/Q946420,ca. 1455–60,1452,1463,Tempera and gold on wood,Overall: 29 7/8 in. × 17 in. (75.9 × 43.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458977,https://www.wikidata.org/wiki/Q20185362,,"Metropolitan Museum of Art, New York, NY",Angels|Men|Saint John the Baptist|Annunciation,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/aat/300412102,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q154326
1975.1.38,TRUE,TRUE,458978,956,Robert Lehman Collection,1975,Painting,Coronation of the Virgin,,,,,,16193,Artist, ,Giovanni di Paolo (Giovanni di Paolo di Grazia),"Italian, Siena 1398–1482 Siena", ,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,1398,1482,,http://vocab.getty.edu/page/ulan/500116438,https://www.wikidata.org/wiki/Q946420,ca. 1455,1452,1458,"Tempera on wood, gold ground",Overall (shaped top): 70 5/8 × 51 3/4 in. (179.4 × 131.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458978,https://www.wikidata.org/wiki/Q20185389,,"Metropolitan Museum of Art, New York, NY",Angels|Christ|Virgin Mary|Ceremony,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300054754,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q2627975
1975.1.54,FALSE,TRUE,458994,956,Robert Lehman Collection,1975,Painting,Madonna and Child,,,,,,16167,Artist, ,Benvenuto di Giovanni,"Italian, Siena 1436–after 1518 Siena", ,Benvenuto di Giovanni,Italian,1436,1518,,http://vocab.getty.edu/page/ulan/500031885,https://www.wikidata.org/wiki/Q818396,ca. 1470,1467,1473,"Tempera on wood, gold ground","Overall: 27 3/4 × 18 1/8 in. (70.5 × 46 cm)
Painted surface: 24 1/4 × 14 3/4 in. (61.6 × 37.5 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458994,https://www.wikidata.org/wiki/Q20185303,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699
1975.1.58,TRUE,TRUE,458998,952,Robert Lehman Collection,1975,Altarpiece fragment,The Assumption of the Virgin,,,,,,16180,Artist, ,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence",(possibly with workshop assistance),"Daddi, Bernardo",Italian,1290,1348,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,ca. 1337–39,1334,1342,"Tempera on wood, gold ground","Framed: 44 1/2 × 56 1/8 × 2 3/4 in. (113 × 142.6 × 7 cm)
without frame: 42 1/2 × 53 7/8 in. (108 × 136.8 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458998,https://www.wikidata.org/wiki/Q20182671,,"Metropolitan Museum of Art, New York, NY",Angels|Virgin Mary|Women|Assumption of the Virgin,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901001007,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q162691
1975.1.66,TRUE,TRUE,459007,952,Robert Lehman Collection,1975,Painting,The Nativity,,,,,,16208,Artist, ,Lorenzo Monaco (Piero di Giovanni),"Italian, Florence (?) ca. 1370–1425 Florence (?)", ,Lorenzo Monaco (Piero di Giovanni),Italian,1370,1425,,http://vocab.getty.edu/page/ulan/500026261,https://www.wikidata.org/wiki/Q155376,ca. 1406–10,1403,1413,"Tempera on wood, gold ground",8 3/4 x 12 1/4 in. (22.2 x 31.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459007,https://www.wikidata.org/wiki/Q20184394,,"Metropolitan Museum of Art, New York, NY",Holy Family|Nativity,http://vocab.getty.edu/page/ia/901001175|http://vocab.getty.edu/page/ia/901000124,https://www.wikidata.org/wiki/Q618057|https://www.wikidata.org/wiki/Q51628
1975.1.74,TRUE,TRUE,459016,952,Robert Lehman Collection,1975,Painting,The Annunciation,,,,,,16170,Artist, ,Botticelli (Alessandro di Mariano Filipepi),"Italian, Florence 1444/45–1510 Florence", ,Botticelli (Alessandro di Mariano Filipepi),Italian,1444,1510,,http://vocab.getty.edu/page/ulan/500015254,https://www.wikidata.org/wiki/Q5669,ca. 1485–92,1480,1495,Tempera and gold on wood,7 1/2 x 12 3/8 in. (19.1 x 31.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459016,https://www.wikidata.org/wiki/Q3202069,,"Metropolitan Museum of Art, New York, NY",Virgin Mary|Bedrooms|Archangel Gabriel|Annunciation,http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300004364|http://vocab.getty.edu/page/ia/901000493|http://vocab.getty.edu/page/aat/300412102,https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q193837|https://www.wikidata.org/wiki/Q81989|https://www.wikidata.org/wiki/Q154326
1975.1.85,TRUE,TRUE,459027,953,Robert Lehman Collection,1975,Painting,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",,,,,,16201,Artist, ,Jacometto (Jacometto Veneziano),"Italian, active Venice by ca. 1472–died before 1498", ,Jacometto (Jacometto Veneziano),Italian,1472,1498,,http://vocab.getty.edu/page/ulan/500020119,https://www.wikidata.org/wiki/Q6223610,ca. 1485–95,1480,1500,Oil on wood; (verso: oil and gold on wood),"Overall 4 x 2 7/8 in. (10.2 x 7.3 cm); recto and verso, painted surface 3 3/4 x 2 1/2 in. (9.5 x 6.4 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459027,https://www.wikidata.org/wiki/Q20182382,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
1975.1.86,FALSE,TRUE,459028,953,Robert Lehman Collection,1975,Painting,Portrait of Alvise Contarini(?); (verso) A Tethered Roebuck,,,,,,16201,Artist, ,Jacometto (Jacometto Veneziano),"Italian, active Venice by ca. 1472–died before 1498", ,Jacometto (Jacometto Veneziano),Italian,1472,1498,,http://vocab.getty.edu/page/ulan/500020119,https://www.wikidata.org/wiki/Q6223610,ca. 1485–95,1480,1500,Oil on wood; verso: oil and gold on wood,"Overall 4 5/8 x 3 3/8 in. ; recto, painted surface 4 1/8 x 3 1/8 in.; verso, painted surface 4 3/8 x 3 1/8 in.","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459028,https://www.wikidata.org/wiki/Q20184426,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Profiles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q4382010
